NAME,dummy,STREET ADDRESS,BLDG/FLOOR/UNIT,CITY,STATE,ZIPCODE,PHONE,address,lat,long,url
COMPASSUS - COLORADO SPRINGS,,5475 TECH CENTER DRIVE,SUITE 105,COLORADO SPRINGS,CO,80919,(719) 226-0091,"5475 TECH CENTER DRIVE, SUITE 105, COLORADO SPRINGS, CO, 80919",38.9106192,-104.8250785,"<a href=""https://maps.google.com/?q=38.9106192,-104.8250785"">5475 TECH CENTER DRIVE, SUITE 105, COLORADO SPRINGS, CO, 80919</a>."
COMPASSUS - DENVER,,2420 W 26TH AVE,STE 200D,DENVER,CO,80211,(720) 200-1036,"2420 W 26TH AVE, STE 200D, DENVER, CO, 80211",39.7543138,-105.0162474,"<a href=""https://maps.google.com/?q=39.7543138,-105.0162474"">2420 W 26TH AVE, STE 200D, DENVER, CO, 80211</a>."
COMPASSUS - FORT COLLINS/LOVELAND,,3760 E 15TH ST,STE 201,LOVELAND,CO,80538,(970) 744-3858,"3760 E 15TH ST, STE 201, LOVELAND, CO, 80538",40.4080328,-105.0231286,"<a href=""https://maps.google.com/?q=40.4080328,-105.0231286"">3760 E 15TH ST, STE 201, LOVELAND, CO, 80538</a>."
COMPASSUS - PUEBLO,,200 W CITY CENTER DRIVE,STE 303,PUEBLO,CO,81003,(719) 212-1979,"200 W CITY CENTER DRIVE, STE 303, PUEBLO, CO, 81003",38.2673576,-104.6090967,"<a href=""https://maps.google.com/?q=38.2673576,-104.6090967"">200 W CITY CENTER DRIVE, STE 303, PUEBLO, CO, 81003</a>."
CONVENIENT CARE CENTER ,,3205 N. ACADEMY BLVD.,SUITE 100,COLORADO SPRINGS,CO,80917,(719) 632-5700,"3205 N. ACADEMY BLVD., SUITE 100, COLORADO SPRINGS, CO, 80917",38.8783252,-104.756287,"<a href=""https://maps.google.com/?q=38.8783252,-104.756287"">3205 N. ACADEMY BLVD., SUITE 100, COLORADO SPRINGS, CO, 80917</a>."
CONVENIENT CARE COMMUNITY CLINIC,,1131 MAIN STREET,,ALAMOSA,CO,81101,(719) 589-2562,"1131 MAIN STREET, ALAMOSA, CO, 81101",37.4683034,-105.8739758,"<a href=""https://maps.google.com/?q=37.4683034,-105.8739758"">1131 MAIN STREET, ALAMOSA, CO, 81101</a>."
Cops Fighting Cancer,Online,PO Box 441098,,Aurora,CO,80044,720-938-3810,"PO Box 441098, Aurora, CO, 80044",39.6599999,-104.84,"<a href=""https://maps.google.com/?q=39.6599999,-104.84"">PO Box 441098, Aurora, CO, 80044</a>."
CORTEZ INTEGRATED HEALTHCARE,,691 EAST EMPIRE,,CORTEZ,CO,81321,(970) 565-7946,"691 EAST EMPIRE, CORTEZ, CO, 81321",37.3555865,-108.5766037,"<a href=""https://maps.google.com/?q=37.3555865,-108.5766037"">691 EAST EMPIRE, CORTEZ, CO, 81321</a>."
CORTEZ ORAL HEALTH CLINIC,,101 S. MAPLE STREET,SUITE B,CORTEZ,CO,81321,(970) 565-1800,"101 S. MAPLE STREET, SUITE B, CORTEZ, CO, 81321",37.3473019,-108.5908901,"<a href=""https://maps.google.com/?q=37.3473019,-108.5908901"">101 S. MAPLE STREET, SUITE B, CORTEZ, CO, 81321</a>."
COUNTY HIGH SCHOOL-BASED WELLNESS CENTER,,1050 LANE 35,,PUEBLO,CO,81006,(719) 544-7247,"1050 LANE 35, PUEBLO, CO, 81006",38.2292616,-104.4956239,"<a href=""https://maps.google.com/?q=38.2292616,-104.4956239"">1050 LANE 35, PUEBLO, CO, 81006</a>."
CREEDE FAMILY PRACTICE OF RIO GRANDE HOSPITAL,,802 RIO GRANDE AVENUE,,CREEDE,CO,81130,(719) 658-0929,"802 RIO GRANDE AVENUE, CREEDE, CO, 81130",37.8471253,-106.9261305,"<a href=""https://maps.google.com/?q=37.8471253,-106.9261305"">802 RIO GRANDE AVENUE, CREEDE, CO, 81130</a>."
Creston J Walker Foundation,Local,734 Peach Ct.,,Louisville,CO,80027,720-938-2335,"734 Peach Ct., Louisville, CO, 80027",39.9630039,-105.1552495,"<a href=""https://maps.google.com/?q=39.9630039,-105.1552495"">734 Peach Ct., Louisville, CO, 80027</a>."
CUSTER COUNTY HEALTH CENTER,,704 EDWARDS,,WESTCLIFFE,CO,81252,(719) 783-2380,"704 EDWARDS, WESTCLIFFE, CO, 81252",38.1328869,-105.4621855,"<a href=""https://maps.google.com/?q=38.1328869,-105.4621855"">704 EDWARDS, WESTCLIFFE, CO, 81252</a>."
DAVID WALSH CANCER CENTER,,615  FAIRHURST STREET,,STERLING,CO,80751,(970) 526-5555,"615  FAIRHURST STREET, STERLING, CO, 80751",40.6123996,-103.2210843,"<a href=""https://maps.google.com/?q=40.6123996,-103.2210843"">615  FAIRHURST STREET, STERLING, CO, 80751</a>."
DELTA COUNTY HEALTH DEPARTMENT FAMILY PLANNING PROGRAM ,,255 W. 6TH ST. ,,DELTA ,CO,81416,(970) 874-2165,"255 W. 6TH ST. , DELTA , CO, 81416",38.7391788,-108.0729827,"<a href=""https://maps.google.com/?q=38.7391788,-108.0729827"">255 W. 6TH ST. , DELTA , CO, 81416</a>."
DENTAL CENTER AT FLAGLER,,309 PAWNEE AVE.,,FLAGLER,CO,80815,(719) 765-4550,"309 PAWNEE AVE., FLAGLER, CO, 80815",39.291477,-103.064277,"<a href=""https://maps.google.com/?q=39.291477,-103.064277"">309 PAWNEE AVE., FLAGLER, CO, 80815</a>."
DENTAL HEALTH CENTER,,2828 INTERNATIONAL CIRCLE,SUITE 100,COLORADO SPRINGS,CO,80910,(719) 632-5700,"2828 INTERNATIONAL CIRCLE, SUITE 100, COLORADO SPRINGS, CO, 80910",38.8266703,-104.7873694,"<a href=""https://maps.google.com/?q=38.8266703,-104.7873694"">2828 INTERNATIONAL CIRCLE, SUITE 100, COLORADO SPRINGS, CO, 80910</a>."
DENVER DERMATOLOGY CONSULTANTS - DENVER/STAPLETON,,2970  QUEBEC STREET, #200,DENVER,CO,80207,(303) 426-4525,"2970  QUEBEC STREET,  #200, DENVER, CO, 80207",39.7591292,-104.902684,"<a href=""https://maps.google.com/?q=39.7591292,-104.902684"">2970  QUEBEC STREET,  #200, DENVER, CO, 80207</a>."
DENVER DERMATOLOGY CONSULTANTS - WHEATRIDGE,,3455 N LUTHERAN PARKWAY, #110,WHEAT RIDGE,CO,80033,(303) 426-4525,"3455 N LUTHERAN PARKWAY,  #110, WHEAT RIDGE, CO, 80033",39.7659827,-105.0896272,"<a href=""https://maps.google.com/?q=39.7659827,-105.0896272"">3455 N LUTHERAN PARKWAY,  #110, WHEAT RIDGE, CO, 80033</a>."
DENVER HEALTH - CANCER CARE,,700  DELAWARE STREET E,"PAVILION E, 1ST FLOOR",DENVER,CO,80204,(303) 436-4949,"700  DELAWARE STREET E, PAVILION E, 1ST FLOOR, DENVER, CO, 80204",39.7271577,-104.9922361,"<a href=""https://maps.google.com/?q=39.7271577,-104.9922361"">700  DELAWARE STREET E, PAVILION E, 1ST FLOOR, DENVER, CO, 80204</a>."
Denver Health Foundation,Local,601 Broadway,,Denver,CO,80203,303-436-4532,"601 Broadway, Denver, CO, 80203",39.7258752,-104.9881808,"<a href=""https://maps.google.com/?q=39.7258752,-104.9881808"">601 Broadway, Denver, CO, 80203</a>."
DENVER HEALTH GASTROENTEROLOGY,,723 DELAWARE ST,,DENVER,CO,80204,(303) 436-4949,"723 DELAWARE ST, DENVER, CO, 80204",39.7278586,-104.9931946,"<a href=""https://maps.google.com/?q=39.7278586,-104.9931946"">723 DELAWARE ST, DENVER, CO, 80204</a>."
DENVER HEALTH MAIN CAMPUS,,777 BANNOCK STREET,,DENVER,CO,80204,(303) 436-4949,"777 BANNOCK STREET, DENVER, CO, 80204",39.7274167,-104.9908667,"<a href=""https://maps.google.com/?q=39.7274167,-104.9908667"">777 BANNOCK STREET, DENVER, CO, 80204</a>."
DENVER INDIAN HEALTH AND FAMILY SERVICES,,2880 HOLDEN ST.,,DENVER,CO,80206,(303) 953-6618,"2880 HOLDEN ST., DENVER, CO, 80206",39.7271021,-104.9564084,"<a href=""https://maps.google.com/?q=39.7271021,-104.9564084"">2880 HOLDEN ST., DENVER, CO, 80206</a>."
DENVER METRO HEALTH CLINIC ,,605 BANNOCK ST ,,DENVER ,CO,80204,(303) 602-3540,"605 BANNOCK ST , DENVER , CO, 80204",39.725896,-104.9910493,"<a href=""https://maps.google.com/?q=39.725896,-104.9910493"">605 BANNOCK ST , DENVER , CO, 80204</a>."
DENVER MID-TOWN SURGERY CENTER,,1919 E 18TH AVENUE,,DENVER,CO,80206,(303) 322-3993,"1919 E 18TH AVENUE, DENVER, CO, 80206",39.7454295,-104.9638014,"<a href=""https://maps.google.com/?q=39.7454295,-104.9638014"">1919 E 18TH AVENUE, DENVER, CO, 80206</a>."
DENVER RADIATION ONCOLOGY - ROSE MEDICAL CENTER,,4700 E HALE PARKWAY, #150,DENVER,CO,80220,(303) 320-7006,"4700 E HALE PARKWAY,  #150, DENVER, CO, 80220",39.7325112,-104.9322876,"<a href=""https://maps.google.com/?q=39.7325112,-104.9322876"">4700 E HALE PARKWAY,  #150, DENVER, CO, 80220</a>."
DENVER SKIN CLINIC,,155 S MADISON STREET, #226,DENVER,CO,80209,(303) 322-7789,"155 S MADISON STREET,  #226, DENVER, CO, 80209",39.7134861,-104.9465081,"<a href=""https://maps.google.com/?q=39.7134861,-104.9465081"">155 S MADISON STREET,  #226, DENVER, CO, 80209</a>."
DENVER SKIN DOCTORS,,4500 E 9TH AVENUE, #640,DENVER,CO,80220,(303) 280-2008,"4500 E 9TH AVENUE,  #640, DENVER, CO, 80220",39.7307544,-104.9342768,"<a href=""https://maps.google.com/?q=39.7307544,-104.9342768"">4500 E 9TH AVENUE,  #640, DENVER, CO, 80220</a>."
DENVER SURGERY CENTER,,1830 N FRANKLIN STREET, #200,DENVER,CO,80218,(720) 996-4500,"1830 N FRANKLIN STREET,  #200, DENVER, CO, 80218",39.7452278,-104.9677581,"<a href=""https://maps.google.com/?q=39.7452278,-104.9677581"">1830 N FRANKLIN STREET,  #200, DENVER, CO, 80218</a>."
DENVER TECH DERMATOLOGY ASSOCIATES,,5889  GREENWOOD PLAZA BOULEVARD, #250,GREENWOOD VILLAGE,CO,80111,(303) 222-9559,"5889  GREENWOOD PLAZA BOULEVARD,  #250, GREENWOOD VILLAGE, CO, 80111",39.6103071,-104.9003245,"<a href=""https://maps.google.com/?q=39.6103071,-104.9003245"">5889  GREENWOOD PLAZA BOULEVARD,  #250, GREENWOOD VILLAGE, CO, 80111</a>."
DENVER VA,,1700 N WHEELING STREET,,AURORA,CO,80045,(303) 399-8020,"1700 N WHEELING STREET, AURORA, CO, 80045",39.7414833,-104.830031,"<a href=""https://maps.google.com/?q=39.7414833,-104.830031"">1700 N WHEELING STREET, AURORA, CO, 80045</a>."
DERMATOLOGY AND LASER CENTER - DENVER,,950 E HARVARD AVENUE, #440,DENVER,CO,80210,(303) 744-2704,"950 E HARVARD AVENUE,  #440, DENVER, CO, 80210",39.6704789,-104.9764222,"<a href=""https://maps.google.com/?q=39.6704789,-104.9764222"">950 E HARVARD AVENUE,  #440, DENVER, CO, 80210</a>."
DERMATOLOGY AND LASER INSTITUTE OF COLORADO,,9695 S YOSEMITE STREET, #175,LONE TREE,CO,80124,(720) 344-5252,"9695 S YOSEMITE STREET,  #175, LONE TREE, CO, 80124",39.5402338,-104.8864165,"<a href=""https://maps.google.com/?q=39.5402338,-104.8864165"">9695 S YOSEMITE STREET,  #175, LONE TREE, CO, 80124</a>."
DERMATOLOGY ASSOCIATES OF COLORADO - AURORA,,13701 E MISSISSIPPI AVENUE, #320,AURORA,CO,80012,(303) 340-3378,"13701 E MISSISSIPPI AVENUE,  #320, AURORA, CO, 80012",39.696968,-104.8326164,"<a href=""https://maps.google.com/?q=39.696968,-104.8326164"">13701 E MISSISSIPPI AVENUE,  #320, AURORA, CO, 80012</a>."
DERMATOLOGY CENTER OF THE ROCKIES - ESTES,,420  STEAMER DRIVE, #101,ESTES PARK,CO,80517,(303) 352-2810,"420  STEAMER DRIVE,  #101, ESTES PARK, CO, 80517",40.3810462,-105.5130691,"<a href=""https://maps.google.com/?q=40.3810462,-105.5130691"">420  STEAMER DRIVE,  #101, ESTES PARK, CO, 80517</a>."
DERMATOLOGY CENTER OF THE ROCKIES - LONGMONT,,1551  PROFESSIONAL LANE, #135,LONGMONT,CO,80501,(303) 352-2810,"1551  PROFESSIONAL LANE,  #135, LONGMONT, CO, 80501",40.1395304,-105.1014248,"<a href=""https://maps.google.com/?q=40.1395304,-105.1014248"">1551  PROFESSIONAL LANE,  #135, LONGMONT, CO, 80501</a>."
DERMATOLOGY SPECIALISTS - BOULDER,,2880  FOLSOM STREET, #20,BOULDER,CO,80304,(303) 442-6647,"2880  FOLSOM STREET,  #20, BOULDER, CO, 80304",40.0288136,-105.2627334,"<a href=""https://maps.google.com/?q=40.0288136,-105.2627334"">2880  FOLSOM STREET,  #20, BOULDER, CO, 80304</a>."
DERMATOLOGY SPECIALISTS - BRIGHTON,,36 S 18TH AVENUE, #H,BRIGHTON,CO,80601,(303) 442-6647,"36 S 18TH AVENUE,  #H, BRIGHTON, CO, 80601",39.9860653,-104.7997661,"<a href=""https://maps.google.com/?q=39.9860653,-104.7997661"">36 S 18TH AVENUE,  #H, BRIGHTON, CO, 80601</a>."
DERMATOLOGY SPECIALISTS - LOUISILLE,,1056 S 88TH STREET,,LOUISVILLE,CO,80027,(303) 442-6647,"1056 S 88TH STREET, LOUISVILLE, CO, 80027",39.9519748,-105.146043,"<a href=""https://maps.google.com/?q=39.9519748,-105.146043"">1056 S 88TH STREET, LOUISVILLE, CO, 80027</a>."
DERMATOLOGY SPECIALISTS - WESTMINSTER,,905 W 124TH AVENUE, #170,WESTMINSTER,CO,80234,(303) 442-6647,"905 W 124TH AVENUE,  #170, WESTMINSTER, CO, 80234",39.9225944,-104.9973141,"<a href=""https://maps.google.com/?q=39.9225944,-104.9973141"">905 W 124TH AVENUE,  #170, WESTMINSTER, CO, 80234</a>."
DEVELOPMENTAL DISABILITIES HEALTH CENTER,,3207 NORTH ACADEMY BLVD,SUITE 3300,COLORADO SPRINGS,CO,80917,(719) 632-5700,"3207 NORTH ACADEMY BLVD, SUITE 3300, COLORADO SPRINGS, CO, 80917",38.8782697,-104.7562679,"<a href=""https://maps.google.com/?q=38.8782697,-104.7562679"">3207 NORTH ACADEMY BLVD, SUITE 3300, COLORADO SPRINGS, CO, 80917</a>."
DIGNITY HOSPICE OF COLORADO LLC,,400 E 84TH AVE,#W-202,THORNTON,CO,80229,(720) 222-3315,"400 E 84TH AVE, #W-202, THORNTON, CO, 80229",39.84776,-104.9832306,"<a href=""https://maps.google.com/?q=39.84776,-104.9832306"">400 E 84TH AVE, #W-202, THORNTON, CO, 80229</a>."
DIVINE DERMATOLOGY,,1260  DOCTORS LANE, #A,FORT COLLINS,CO,80524,(970) 456-1741,"1260  DOCTORS LANE,  #A, FORT COLLINS, CO, 80524",40.5733279,-105.0547688,"<a href=""https://maps.google.com/?q=40.5733279,-105.0547688"">1260  DOCTORS LANE,  #A, FORT COLLINS, CO, 80524</a>."
DIVINE HOSPICE & PALLIATIVE CARE,,5912 S CODY ST,STE 200,LITTLETON,CO,80123,(303) 357-2540,"5912 S CODY ST, STE 200, LITTLETON, CO, 80123",39.6092427,-105.0919865,"<a href=""https://maps.google.com/?q=39.6092427,-105.0919865"">5912 S CODY ST, STE 200, LITTLETON, CO, 80123</a>."
DOVE CREEK INTEGRATED HEALTHCARE,,495 WEST 4TH STREET,SUITE A,DOVE CREEK,CO,81324,(970) 677-2291,"495 WEST 4TH STREET, SUITE A, DOVE CREEK, CO, 81324",37.764764,-108.913964,"<a href=""https://maps.google.com/?q=37.764764,-108.913964"">495 WEST 4TH STREET, SUITE A, DOVE CREEK, CO, 81324</a>."
DREAM CENTERS OF COLORADO SPRINGS,,4360 MONTEBELLO DRIVE,,COLORADO SPRINGS,CO,80918,(719) 388-1594,"4360 MONTEBELLO DRIVE, COLORADO SPRINGS, CO, 80918",38.8958504,-104.7563471,"<a href=""https://maps.google.com/?q=38.8958504,-104.7563471"">4360 MONTEBELLO DRIVE, COLORADO SPRINGS, CO, 80918</a>."
DURANGO HIGH SCHOOL - SCHOOL-BASED HEALTH CENTER ,,2390 MAIN AVE. ,,DURANGO ,CO,81301,(970) 247-5411,"2390 MAIN AVE. , DURANGO , CO, 81301",37.2894492,-107.8739373,"<a href=""https://maps.google.com/?q=37.2894492,-107.8739373"">2390 MAIN AVE. , DURANGO , CO, 81301</a>."
DURANGO ORAL HEALTH CLINIC,,2530 COLORADO AVENUE,,DURANGO,CO,81301,(970) 335-2442,"2530 COLORADO AVENUE, DURANGO, CO, 81301",37.2903593,-107.8645652,"<a href=""https://maps.google.com/?q=37.2903593,-107.8645652"">2530 COLORADO AVENUE, DURANGO, CO, 81301</a>."
EADS MEDICAL CLINIC,,1211 LUTHER STREET,,EADS,CO,81036,(719) 438-2251,"1211 LUTHER STREET, EADS, CO, 81036",38.4803056,-102.7842008,"<a href=""https://maps.google.com/?q=38.4803056,-102.7842008"">1211 LUTHER STREET, EADS, CO, 81036</a>."
EAST HIGH SCHOOL - SCHOOL BASED-HEALTH CENTER,,1600 CITY PARK ESPLANADE,,DENVER,CO,80206,(720) 423-8378,"1600 CITY PARK ESPLANADE, DENVER, CO, 80206",39.7416014,-104.9557695,"<a href=""https://maps.google.com/?q=39.7416014,-104.9557695"">1600 CITY PARK ESPLANADE, DENVER, CO, 80206</a>."
EAST HIGH SCHOOL-BASED WELLNESS CENTER,,9 MACNEIL ROAD ,,PUEBLO,CO,81001,(719) 549-7730,"9 MACNEIL ROAD , PUEBLO, CO, 81001",38.2894545,-104.5808571,"<a href=""https://maps.google.com/?q=38.2894545,-104.5808571"">9 MACNEIL ROAD , PUEBLO, CO, 81001</a>."
EASTERN PLAINS MEDICAL CLINIC OF CALHAN,,560 CRYSTOLA STREET,,CALHAN,CO,80808,(719) 347-0100,"560 CRYSTOLA STREET, CALHAN, CO, 80808",39.0348464,-104.3097849,"<a href=""https://maps.google.com/?q=39.0348464,-104.3097849"">560 CRYSTOLA STREET, CALHAN, CO, 80808</a>."
EDWARD M. KENNEDY HEALTH CLINIC AND EDWARD M. KENNEDY DENTAL CLINIC,,925 2ND AVENUE,,MONTE VISTA,CO,81144,Medical (719) 852-2512; Dental: (719) 852-4533,"925 2ND AVENUE, MONTE VISTA, CO, 81144",37.5795791,-106.1459182,"<a href=""https://maps.google.com/?q=37.5795791,-106.1459182"">925 2ND AVENUE, MONTE VISTA, CO, 81144</a>."
EL PASO COUNTY PUBLIC HEALTH ,,1675 WEST GARDEN OF THE GODS RD. ,,COLORADO SPRINGS ,CO,80907,(719) 578-3199,"1675 WEST GARDEN OF THE GODS RD. , COLORADO SPRINGS , CO, 80907",38.8952469,-104.8602381,"<a href=""https://maps.google.com/?q=38.8952469,-104.8602381"">1675 WEST GARDEN OF THE GODS RD. , COLORADO SPRINGS , CO, 80907</a>."
ELEVATION HOSPICE OF COLORADO,,80 GARDEN CENTER,STE 59,BROOMFIELD,CO,80020,(720) 608-2181,"80 GARDEN CENTER, STE 59, BROOMFIELD, CO, 80020",39.9232397,-105.0896637,"<a href=""https://maps.google.com/?q=39.9232397,-105.0896637"">80 GARDEN CENTER, STE 59, BROOMFIELD, CO, 80020</a>."
Elite Therapeutics,Local,5195 Marshall St.,,Arvada,CO,80002,303-495-2996,"5195 Marshall St., Arvada, CO, 80002",39.7906533,-105.0697151,"<a href=""https://maps.google.com/?q=39.7906533,-105.0697151"">5195 Marshall St., Arvada, CO, 80002</a>."
ENCOMPASS HEALTH HOSPICE,,1355 S COLORADO BLVD,STE 604,DENVER,CO,80222,(303) 940-9999,"1355 S COLORADO BLVD, STE 604, DENVER, CO, 80222",39.692037,-104.9416688,"<a href=""https://maps.google.com/?q=39.692037,-104.9416688"">1355 S COLORADO BLVD, STE 604, DENVER, CO, 80222</a>."
ENTRADA SCHOOL BASED HEALTH CENTER,,1740 PEPPERWOOD DRIVE,,COLORADO SPRINGS,CO,80910,(719) 344-6743,"1740 PEPPERWOOD DRIVE, COLORADO SPRINGS, CO, 80910",38.8070346,-104.766132,"<a href=""https://maps.google.com/?q=38.8070346,-104.766132"">1740 PEPPERWOOD DRIVE, COLORADO SPRINGS, CO, 80910</a>."
Epic Experience,Local,8795 Ralston Rd Suite 108 \n,,Arvada,CO,80002,,"8795 Ralston Rd Suite 108 \n, Arvada, CO, 80002",39.8026825,-105.0952258,"<a href=""https://maps.google.com/?q=39.8026825,-105.0952258"">8795 Ralston Rd Suite 108 \n, Arvada, CO, 80002</a>."
ESTES PARK HEALTH HOSPICE,,555 PROSPECT AVE,,ESTES PARK,CO,80517,(970) 586-2273,"555 PROSPECT AVE, ESTES PARK, CO, 80517",40.3713547,-105.5163444,"<a href=""https://maps.google.com/?q=40.3713547,-105.5163444"">555 PROSPECT AVE, ESTES PARK, CO, 80517</a>."
ESTES PARK SALUD FAMILY HEALTH CENTER,,1950 REDTAIL HAWK RD.,,ESTES PARK,CO,80517,(303) 697-2583                   ,"1950 REDTAIL HAWK RD., ESTES PARK, CO, 80517",40.3886285,-105.4890569,"<a href=""https://maps.google.com/?q=40.3886285,-105.4890569"">1950 REDTAIL HAWK RD., ESTES PARK, CO, 80517</a>."
EVIE DENNIS CAMPUS - SCHOOL-BASED HEALTH CENTER,,4800 TELLURIDE STREET,,DENVER,CO,80249,(720) 423-7610,"4800 TELLURIDE STREET, DENVER, CO, 80249",39.7843784,-104.7803993,"<a href=""https://maps.google.com/?q=39.7843784,-104.7803993"">4800 TELLURIDE STREET, DENVER, CO, 80249</a>."
FALCON PEAK SCHOOL BASED HEALTH CENTER,,12050 FALCON HIGHWAY,,PEYTON,CO,80831,(719) 632-5700,"12050 FALCON HIGHWAY, PEYTON, CO, 80831",38.9267252,-104.6028588,"<a href=""https://maps.google.com/?q=38.9267252,-104.6028588"">12050 FALCON HIGHWAY, PEYTON, CO, 80831</a>."
FAMILY HEALTH CENTER AT MITCHELL HIGH SCHOOL,,4041 E SAN MIGUEL,,COLORADO SPRINGS,CO,80909,(719) 632-5700,"4041 E SAN MIGUEL, COLORADO SPRINGS, CO, 80909",38.8499405,-104.7512833,"<a href=""https://maps.google.com/?q=38.8499405,-104.7512833"">4041 E SAN MIGUEL, COLORADO SPRINGS, CO, 80909</a>."
FAMILY HEALTH WEST- IMAGING AND RADIOLOGY,,300 W OTTLEY AVE,,FRUITA,CO,81521,970-858-2149,"300 W OTTLEY AVE, FRUITA, CO, 81521",39.1635088,-108.7373578,"<a href=""https://maps.google.com/?q=39.1635088,-108.7373578"">300 W OTTLEY AVE, FRUITA, CO, 81521</a>."
FAMILY PRACTICE OF HOLYOKE,,1001 EAST JOHNSON STREET,,HOLYOKE,CO,80734,(970) 854-2500,"1001 EAST JOHNSON STREET, HOLYOKE, CO, 80734",40.5792605,-102.2902942,"<a href=""https://maps.google.com/?q=40.5792605,-102.2902942"">1001 EAST JOHNSON STREET, HOLYOKE, CO, 80734</a>."
FEDERICO F. PENA SOUTHWEST FAMILY HEALTH CENTER ,,1339 S FEDERAL BLVD ,,DENVER,CO,80219,(303) 436-4949,"1339 S FEDERAL BLVD , DENVER, CO, 80219",39.6928097,-105.0252897,"<a href=""https://maps.google.com/?q=39.6928097,-105.0252897"">1339 S FEDERAL BLVD , DENVER, CO, 80219</a>."
Feisty Fit Females,Local,1341 W. Caley Ave.,,Littleton,CO,80120,303-798-3823,"1341 W. Caley Ave., Littleton, CO, 80120",39.6031403,-105.0033511,"<a href=""https://maps.google.com/?q=39.6031403,-105.0033511"">1341 W. Caley Ave., Littleton, CO, 80120</a>."
Finishing Touch Spa and Salon,Local,3131 28th St.,,Boulder,CO,80301,303-449-1852,"3131 28th St., Boulder, CO, 80301",40.031441,-105.259089,"<a href=""https://maps.google.com/?q=40.031441,-105.259089"">3131 28th St., Boulder, CO, 80301</a>."
"Finzel Consulting, LLC",Local,3333 S. Glencoe St.,,Denver,CO,80222,317-605-8575,"3333 S. Glencoe St., Denver, CO, 80222",39.655865,-104.9254022,"<a href=""https://maps.google.com/?q=39.655865,-104.9254022"">3333 S. Glencoe St., Denver, CO, 80222</a>."
FLORENCE CRITTENTON HIGH SCHOOL - SCHOOL BASED HEALTH CENTER,,55 S. ZUNI STREET,,DENVER,CO,80223,(720) 423-8950,"55 S. ZUNI STREET, DENVER, CO, 80223",39.7154195,-105.0161561,"<a href=""https://maps.google.com/?q=39.7154195,-105.0161561"">55 S. ZUNI STREET, DENVER, CO, 80223</a>."
FLORENCE MEDICAL CENTER,,501 W 5TH ST,,FLORENCE,CO,81226,(719) 784-4816,"501 W 5TH ST, FLORENCE, CO, 81226",38.394871,-105.1226521,"<a href=""https://maps.google.com/?q=38.394871,-105.1226521"">501 W 5TH ST, FLORENCE, CO, 81226</a>."
FOOTHILLS SURGERY CENTER,,4743  ARAPAHOE AVENUE, #101,BOULDER,CO,80303,(720) 441-5757,"4743  ARAPAHOE AVENUE,  #101, BOULDER, CO, 80303",40.0159576,-105.2374823,"<a href=""https://maps.google.com/?q=40.0159576,-105.2374823"">4743  ARAPAHOE AVENUE,  #101, BOULDER, CO, 80303</a>."
FORT COLLINS BLUE SPRUCE SALUD FAMILY HEALTH CENTER,,1635 BLUE SPRUCE DRIVE,,FORT COLLINS,CO,80524,(303) 697-2583                   ,"1635 BLUE SPRUCE DRIVE, FORT COLLINS, CO, 80524",40.6101246,-105.0726378,"<a href=""https://maps.google.com/?q=40.6101246,-105.0726378"">1635 BLUE SPRUCE DRIVE, FORT COLLINS, CO, 80524</a>."
FORT COLLINS SKIN CLINIC - FORT COLLINS,,1006  CENTER AVENUE,,FORT COLLINS,CO,80526,(970) 482-9001,"1006  CENTER AVENUE, FORT COLLINS, CO, 80526",40.5561975,-105.0949939,"<a href=""https://maps.google.com/?q=40.5561975,-105.0949939"">1006  CENTER AVENUE, FORT COLLINS, CO, 80526</a>."
FORT COLLINS SKIN CLINIC - POUDRE RIVER DR,,1100  POUDRE RIVER DRIVE,,FORT COLLINS,CO,80524,(970) 484-6303,"1100  POUDRE RIVER DRIVE, FORT COLLINS, CO, 80524",40.5790996,-105.0569744,"<a href=""https://maps.google.com/?q=40.5790996,-105.0569744"">1100  POUDRE RIVER DRIVE, FORT COLLINS, CO, 80524</a>."
FORT COLLINS WEST SALUD FAMILY HEALTH CENTER,,1830 LAPORTE AVENUE ,,FORT COLLINS,CO,80521,(303) 697-2583                   ,"1830 LAPORTE AVENUE , FORT COLLINS, CO, 80521",40.590126,-105.1097245,"<a href=""https://maps.google.com/?q=40.590126,-105.1097245"">1830 LAPORTE AVENUE , FORT COLLINS, CO, 80521</a>."
FORT LUPTON SALUD FAMILY HEALTH CENTER,,1115 SECOND STREET,,FORT LUPTON,CO,80621,(303) 697-2583                   ,"1115 SECOND STREET, FORT LUPTON, CO, 80621",40.081952,-104.8054272,"<a href=""https://maps.google.com/?q=40.081952,-104.8054272"">1115 SECOND STREET, FORT LUPTON, CO, 80621</a>."
FORT LYON HEALTH CENTER,,30999 CR 15,,FORT LYON,CO,81054,(719) 662-1142,"30999 CR 15, FORT LYON, CO, 81054",38.0848809,-103.1428104,"<a href=""https://maps.google.com/?q=38.0848809,-103.1428104"">30999 CR 15, FORT LYON, CO, 81054</a>."
FORT MORGAN SALUD FAMILY HEALTH CENTER,,729 EAST RAILROAD AVENUE,,FORT MORGAN,CO,80701,(303) 697-2583                   ,"729 EAST RAILROAD AVENUE, FORT MORGAN, CO, 80701",40.249047,-103.7896595,"<a href=""https://maps.google.com/?q=40.249047,-103.7896595"">729 EAST RAILROAD AVENUE, FORT MORGAN, CO, 80701</a>."
